Trial_ID,Trial_Name,Task,Subject,Repetition,Frames,Duration_Seconds,Self_Proclaimed_Skill,GRS_Total,GRS_Tissue_Respect,GRS_Handling,GRS_Time_Motion,GRS_Flow,GRS_Performance,GRS_Quality,Left_Mean_Speed,Left_Median_Speed,Left_Max_Speed,Left_Speed_Std,Right_Mean_Speed,Right_Median_Speed,Right_Max_Speed,Right_Speed_Std,Left_Idle_Ratio,Left_Idle_Time,Right_Idle_Ratio,Right_Idle_Time,Left_Mean_Acceleration,Left_Median_Acceleration,Left_Max_Acceleration,Left_Acceleration_Std,Right_Mean_Acceleration,Right_Median_Acceleration,Right_Max_Acceleration,Right_Acceleration_Std,Left_Mean_Jerk,Left_Median_Jerk,Left_Max_Jerk,Left_Jerk_Std,Right_Mean_Jerk,Right_Median_Jerk,Right_Max_Jerk,Right_Jerk_Std
46,Needle_Passing_D001,Needle Passing,D,1,4651.0,155.03333333333333,E,9,1,1,1,2,1,3,0.01530031353159511,0.013650352596178607,0.1734010109457266,0.01867501373009852,0.018983517737957888,0.014306853777123745,0.17031194671543157,0.020015685596293985,0.28832509137819823,44.7,0.12857450010750376,19.933333333333334,0.14160962775265035,0.04589722790464417,1.1821698867564052,0.17227958381307934,0.16033293470727827,0.085221020303932,1.0862155143780523,0.16750610315362327,6.998713820925272,4.0928370694752765,43.520226498731716,7.493135287368402,7.800666072617695,5.8644421356273,44.18408310046824,7.3786001381789585
47,Needle_Passing_D002,Needle Passing,D,2,3285.0,109.5,E,11,1,2,1,3,2,2,0.014624288011272473,0.004965096776498924,0.1404809753098262,0.020557773263796233,0.017080151355079953,0.013942469150046558,0.15859485983158472,0.02052387162063076,0.36164383561643837,39.6,0.16773211567732116,18.366666666666667,0.12747562131289503,0.03585848249312619,0.8916211602615363,0.163848271370371,0.15164371029882423,0.07472686358066763,1.2059134158387845,0.16575711690226863,6.285025387208465,2.5585021468070446,44.72789106237684,7.294409764064139,7.290857909711357,5.087991168918146,50.85681742819323,7.245518094405169
48,Needle_Passing_D003,Needle Passing,D,3,3234.0,107.8,E,10,1,2,1,3,2,1,0.017803202990542548,0.0135812791349623,0.17195509737137774,0.02313807501165871,0.021262584875993695,0.014598985845879143,0.15480439873272336,0.02370108268295501,0.31261595547309834,33.7,0.15306122448979592,16.5,0.1422727066908785,0.042447671218409505,3.3260865985384234,0.18956413885384887,0.1613373871008626,0.08179207851975914,1.5939017813655696,0.17746017593728766,6.77156334499513,3.4653476495273923,141.63863323644478,7.9557345071054275,7.495066627920805,5.4506001575293865,60.639079055167656,7.279946708473029
49,Needle_Passing_D004,Needle Passing,D,4,2710.0,90.33333333333333,E,12,2,2,1,3,2,2,0.019285623914167216,0.013726139149932197,0.1442548855498489,0.02444379083387749,0.02446701317023635,0.01575170670961275,0.17253441083157875,0.027533495264181532,0.3195571955719557,28.866666666666667,0.13284132841328414,12.0,0.1331038502476675,0.041185214624871555,1.2067924010490734,0.17241001722858168,0.16074229013774916,0.08578514909049456,1.3744931912502136,0.17376422340593733,6.229032268363053,2.864134466017986,58.24123216441724,7.230693925513722,7.448752536675129,5.591755559704841,48.39744141164233,7.028553836648362
50,Needle_Passing_D005,Needle Passing,D,5,2124.0,70.8,E,13,2,2,1,3,2,3,0.018233242282156253,0.013527499206534493,0.14570940909220653,0.02370625670399971,0.019033826796177107,0.014046176870918097,0.15939137583633564,0.024195456468118482,0.3305084745762712,23.4,0.1873822975517891,13.266666666666667,0.13609753127602803,0.03905678081656643,1.2214323547533836,0.17389347198319716,0.15513408323707203,0.07269478046493978,1.3625336824195546,0.16998983627563058,6.583702726356691,3.1100645032099115,43.893414708522066,7.478032595175719,7.56017445922902,5.322031561780128,52.33720934044623,7.42635584864906
51,Needle_Passing_E001,Needle Passing,E,1,3256.0,108.53333333333333,E,13,2,2,2,3,2,2,0.019232866547345916,0.013819638307282639,0.21451280793696212,0.02485725665236345,0.01943634534478759,0.01422882353632756,0.1387802208457675,0.02255246279736136,0.2979115479115479,32.333333333333336,0.15448402948402948,16.766666666666666,0.14303919786457983,0.04721611682282391,1.244549150282068,0.17689034351660887,0.15788546542340554,0.07055924876956617,1.019507222051534,0.17266111890589175,7.027467502156384,3.8211396915241567,35.903083154333494,7.722305601128136,7.966936303793777,5.770049332942689,42.38703684216388,7.696555638915696
52,Needle_Passing_E003,Needle Passing,E,2,3414.0,113.8,E,13,3,2,1,3,2,2,0.018026013847843327,0.01235612285166282,0.1864469276711204,0.025087832568514712,0.019358513744993255,0.013830233975627198,0.21117450529360784,0.024841691419574704,0.3216168717047452,36.6,0.18101933216168717,20.6,0.12612628343298699,0.035813623665235245,1.1409678821692628,0.16989411629504142,0.1421522401367581,0.05137919016278418,1.5423330057680174,0.1715209045731621,6.172422127201553,2.5591978750222464,40.573243055672904,7.363574129135903,6.996320645618385,4.6451188999927,45.73779810213415,7.1437417968038925
53,Needle_Passing_E004,Needle Passing,E,3,3376.0,112.53333333333333,E,14,2,3,1,3,2,3,0.013470607376300837,0.004742191202378386,0.12581317331265435,0.018605566684386517,0.01516134459146618,0.013047446552981925,0.16008547485015623,0.020325835974984725,0.3767772511848341,42.4,0.21149289099526067,23.8,0.12002434892835175,0.030956849420419985,0.9616674808727177,0.16237543532565618,0.14005892285911692,0.047706954606723875,0.9333804606238718,0.16544177791646997,6.074063555671245,2.2336364721753363,43.64148995804045,7.412386359363972,7.203954256592602,4.458426202369364,37.03543633832229,7.540023527062118
54,Needle_Passing_E005,Needle Passing,E,4,3326.0,110.86666666666666,E,17,3,3,2,3,3,3,0.014573215923211431,0.005172802174124108,0.12555998194488563,0.02030344671546025,0.01630087659680298,0.012003638668311563,0.2270480693465593,0.02297174096182213,0.35538184004810586,39.4,0.2429344558027661,26.933333333333334,0.12638431235218542,0.03225891783842494,0.9991515901387796,0.16804015845781806,0.13724201579345327,0.04559810509904194,1.3133876027987637,0.167479505190722,6.421226469691544,2.406197421917409,37.34136294016157,7.624122956163695,7.028785556635837,4.4755417378878235,41.87151151216854,7.425730120269353
55,Needle_Passing_F001,Needle Passing,F,1,1871.0,62.36666666666667,I,22,3,4,3,4,4,4,0.02582819516501546,0.014729783806967432,0.2325375634644863,0.03222570310798889,0.021881205653888396,0.013107939883902428,0.18776872313833312,0.025286183692275095,0.12560128273650453,7.833333333333333,0.15232495991448422,9.5,0.17634338185451723,0.09805460367688792,1.441508556628945,0.1943295154703881,0.1528975354295787,0.09145691226001879,0.90827673169815,0.15709106498053854,7.9405617996152476,6.121415855239256,52.703011027700605,7.451755913248087,7.0027221008840845,4.974429328205903,40.17000514917421,6.64201469870902
56,Needle_Passing_F003,Needle Passing,F,2,2322.0,77.4,I,15,1,4,3,4,2,1,0.028369482090283976,0.013560875718132465,0.2612266317012873,0.03937115129343733,0.025750820425228506,0.013238126722422389,0.22606382814815817,0.033735211896258575,0.18819982773471144,14.566666666666666,0.1339362618432386,10.366666666666667,0.1971708445775288,0.09368740137342506,1.6766253678228678,0.22158712028563704,0.17138028380186104,0.10344344108433333,1.1838155575551057,0.180852613039561,8.717843125026725,7.317009411022003,43.07329879595129,8.018963707335049,7.540902576159693,6.168303923422696,37.86212340124589,6.811793381135776
57,Needle_Passing_F004,Needle Passing,F,3,1787.0,59.56666666666667,I,24,4,4,4,4,4,4,0.0305956235979844,0.01759130219739289,0.23646464919940993,0.03618710553739965,0.026340814215465146,0.014343761082784389,0.18939194270612464,0.032771740087744874,0.11639619473978735,6.933333333333334,0.1600447677672076,9.533333333333333,0.1951700813030047,0.12842124453251616,2.2729496842241286,0.21428967355143175,0.15816695592320149,0.08758419676913048,1.5468360401255958,0.17643741481987957,8.33141094773724,6.848962777864803,48.65013417988138,7.488777896317745,7.043866779835185,5.391376270822452,38.86615569325355,6.720868015165296
58,Needle_Passing_H002,Needle Passing,H,1,3701.0,123.36666666666666,N,19,3,3,2,4,3,4,0.020012245494201476,0.013828662046633433,0.19837606687551804,0.02252125396671779,0.017910044361579912,0.012828838645801106,0.12868415241202003,0.019762835911691593,0.17373682788435557,21.433333333333334,0.13969197514185355,17.233333333333334,0.17129764520188745,0.08769095916916822,1.6025733474925459,0.18925326212777605,0.1553456221418205,0.08700623519542923,1.3832388849798636,0.16247572349403075,8.280697911848035,6.516733544128767,71.27425327746737,7.917147394153511,7.323007670423314,5.762523514560958,43.82462102950993,6.679342001852701
59,Needle_Passing_H004,Needle Passing,H,2,3653.0,121.76666666666667,N,20,3,3,3,4,3,4,0.01627732194729732,0.013033527649872844,0.15759452355332657,0.019437316883219053,0.0151219619741797,0.011900594312890428,0.15058881075631084,0.020214721150669912,0.2313167259786477,28.166666666666668,0.22830550232685465,27.8,0.1596775549077452,0.061337887581729374,1.2278321254338882,0.17849725775472533,0.14050464638874113,0.06055626501368298,1.137869925341114,0.15493216360585732,7.879402931978226,6.295241652982947,47.067678624521676,7.56973751353864,7.088046235857958,5.213478162331744,36.90652699500987,6.898758918988513
60,Needle_Passing_H005,Needle Passing,H,3,3316.0,110.53333333333333,N,21,3,4,3,4,3,4,0.01753089772782913,0.013044324388778141,0.15806029403047434,0.023118209188766496,0.015526402557615934,0.012256993913803893,0.1566721615635656,0.0191808302197898,0.25844390832328107,28.566666666666666,0.18275030156815442,20.2,0.1701800387872879,0.07234921313600426,1.2799034901395838,0.18638497771636567,0.1426716635568475,0.07215209994853466,0.9575463061402663,0.15275947900675538,8.424503619862321,7.220576994905866,48.813833728554954,7.81490354186211,6.944842030291506,4.83200580610419,32.40398921333191,6.6620737598314435
61,Needle_Passing_I002,Needle Passing,I,1,3443.0,114.76666666666667,N,12,1,3,2,3,2,1,0.01861445852632025,0.013309538647150771,0.17683788504729409,0.021437177949887917,0.021957190167177575,0.013942818868507185,0.15381711810458548,0.02438664198573406,0.17049085100203312,19.566666666666666,0.11269241940168458,12.933333333333334,0.15794629612784253,0.08076642218524573,1.0729733100420726,0.1683461212452568,0.1576991571201467,0.08547822876377179,1.3352249395538447,0.1660151498590006,7.7421421055006805,5.768723011388906,58.23663282228081,7.368562454150786,7.5262516147204055,5.657979417886495,52.96821203292698,7.106575426003231
62,Needle_Passing_I003,Needle Passing,I,2,4761.0,158.7,N,14,2,2,2,3,2,3,0.01738379739567013,0.013402910318285353,0.1372578328475282,0.02024035365732382,0.01818167740778934,0.013112429256243863,0.14664942786455049,0.021225844448700633,0.210670027305188,33.43333333333333,0.14933837429111532,23.7,0.1563978074410304,0.07123678051522409,1.3001001167098292,0.17194140663117025,0.15274007194750816,0.08187477600194983,1.3552876949455606,0.16049843043604153,7.652409401650154,5.5384638633709145,44.43182503939597,7.479484150786107,7.44485288726018,5.500273006594828,47.51240477411584,7.033656774334271
63,Needle_Passing_I004,Needle Passing,I,3,3978.0,132.6,N,18,2,3,2,4,3,4,0.01707381849704209,0.013221505379464767,0.12668571432485987,0.01874803514718297,0.01689368538293166,0.012506965559183103,0.16082859104649275,0.02214962028542592,0.2119155354449472,28.1,0.1804927099044746,23.933333333333334,0.15180496672352078,0.07037740046819962,1.42239362625376,0.16821980362059813,0.14588497906361345,0.06520042042390786,1.1742303236066252,0.15997593821453684,7.559691730618968,5.461793410227079,47.71278602563661,7.372352450817983,7.100504493538975,5.091352462789928,38.23912329986414,6.8516389649153036
64,Needle_Passing_I005,Needle Passing,I,4,3413.0,113.76666666666667,N,23,4,4,3,4,4,4,0.017851622554329555,0.012982733995580439,0.1711643674834222,0.0220848526661325,0.019491986295859867,0.012580012957068051,0.1953785929010648,0.02607949496571511,0.17931438617052448,20.4,0.17169645473190742,19.533333333333335,0.1633403592103638,0.08267958928888551,1.2286801666862055,0.17440359476891804,0.14491695358800338,0.07385436071722752,1.3696506422347452,0.15585793467150286,8.097784688618642,6.714708105828222,42.76026110957252,7.525091159435192,7.070126334338816,4.924764325048436,48.24526444146808,6.882810966474837
65,Suturing_B001,Suturing,B,1,5635.0,187.83333333333334,N,13,3,2,1,2,2,3,0.019542514144174326,0.013545903513608827,0.18661726278669935,0.024325122582023063,0.02060597314351545,0.017474550523547093,0.14364995893490537,0.01659193567772988,0.2686779059449867,50.46666666666667,0.0878438331854481,16.5,0.15254723722303862,0.054243743436536915,1.2908944543945513,0.176562831854917,0.1712138200606709,0.11498401640301836,1.1658365454977715,0.169081676777918,7.627404407615664,5.443812287801299,47.44515561947279,7.633101095269595,8.484486569515948,7.340495502372305,44.967828950833535,7.2876032048832755
66,Suturing_B002,Suturing,B,2,3445.0,114.83333333333333,N,17,4,2,2,3,3,3,0.02107162189633854,0.0137542103008497,0.15358104138857764,0.025000087563353826,0.017428232508406506,0.014179742204990893,0.1151071174080908,0.01557152086304407,0.2365747460087083,27.166666666666668,0.1567489114658926,18.0,0.1571304219983447,0.058951319946065193,1.2642650093260681,0.1766875208741106,0.16408335048635478,0.09876296909710172,1.2398398084407602,0.16718473013755153,8.00458972291172,5.91279999904336,44.570902536409534,7.861574341324369,8.330530921573928,6.72883328830975,54.479847574223875,7.50200577069857
67,Suturing_B003,Suturing,B,3,3432.0,114.4,N,14,3,2,2,2,2,3,0.022663467600955688,0.013707030826784941,0.18295846685245262,0.028327156982571818,0.014631716659868958,0.013533860190958393,0.11677362298481624,0.014199967182966202,0.2162004662004662,24.733333333333334,0.21095571095571095,24.133333333333333,0.15378916428604855,0.06704828012334753,0.9206494739870539,0.17196224936757715,0.14601783540975696,0.058416617631095374,1.2202333222150803,0.1648427246007776,7.77772143086999,6.05772640549026,45.59871987673915,7.474518463895467,7.58011911659857,5.690161199898964,42.682896084649315,7.404136425084737
68,Suturing_B004,Suturing,B,4,3257.0,108.56666666666666,N,10,1,1,2,3,2,1,0.028274076064547734,0.01491203923009861,0.21837995948804462,0.035408305592262615,0.017068984554730642,0.013937767575906838,0.11346013533395771,0.015250595549479894,0.22750997850782928,24.7,0.1473748848633712,16.0,0.164394556683413,0.06359162680364511,1.2049477031023734,0.18363131722391365,0.1665498344334128,0.09736045902596305,1.1363760285532487,0.16948404740754835,8.108396470533286,6.84325032829683,51.06186836938118,7.752051066440934,8.630881453749868,7.593462992642294,57.41234285366614,7.558779988096189
69,Suturing_B005,Suturing,B,5,2848.0,94.93333333333334,N,12,2,2,1,3,2,2,0.031633130262082476,0.013866440275243887,0.25804698098020834,0.04362317580221657,0.022042260940448578,0.018518565954872716,0.12388149023159191,0.018069437668560263,0.23279494382022473,22.1,0.11411516853932584,10.833333333333334,0.1751003034075429,0.08126921108855684,2.225977893481849,0.19801785659336368,0.17925346329389352,0.12308169940401556,1.156780958494147,0.17607897749226667,8.246948785871046,6.610061657863623,57.24561017970934,7.902902173876162,8.886420434496424,7.669964314862932,42.33259454791482,7.721495937853442
70,Suturing_C001,Suturing,C,1,3180.0,106.0,I,26,4,4,4,5,4,5,0.03378203875661216,0.014401799115238756,0.4770355692754996,0.05974913014163628,0.026240185069617745,0.015412945466636772,0.20522973938978728,0.03056330072607789,0.2220125786163522,23.533333333333335,0.08364779874213836,8.866666666666667,0.21864700796091507,0.10609767469533682,2.5080337399793122,0.2764240706225274,0.22363985666610778,0.16873114744100143,1.8806850392516472,0.2213723040376047,9.586713577255525,6.777811376069542,81.80534482191811,10.106196793227417,10.236131952617686,8.83158394919251,56.07471717172915,8.591322644954447
71,Suturing_C002,Suturing,C,2,3267.0,108.9,I,20,3,3,3,4,3,4,0.027735052471349057,0.013668071444062619,0.42221720761120096,0.04884504521044751,0.022556760076466717,0.014577435542646037,0.2858815757284824,0.02859127400926728,0.2770125497398225,30.166666666666668,0.09672482399755127,10.533333333333333,0.19920757789350513,0.0803153696443257,2.0451756613927303,0.24731675263056904,0.2108385544927879,0.15778034150405057,2.8274939553294702,0.22112910494159044,8.78284865016925,5.982983238428188,61.471522726077325,9.019001599869163,9.860831453644861,8.332517654875351,84.65719290780919,8.52567068991447
72,Suturing_C003,Suturing,C,3,3161.0,105.36666666666666,I,26,4,4,4,5,4,5,0.03534209106007835,0.01549826138636202,0.5139933197046437,0.05682398896049084,0.021841175070315196,0.014387511077319802,0.21829318062871317,0.02675969127894075,0.18063903827902564,19.033333333333335,0.12970578930718127,13.666666666666666,0.21549251324251342,0.1281689516917403,2.4580989622797036,0.25529166414341076,0.1953474122473727,0.13383099487473749,1.8543144330639496,0.20000224825140564,9.51831471374273,7.581215217244682,77.7469299459415,9.164118467991036,8.973590280872806,7.065868798620832,62.17927255643188,8.125211876954669
73,Suturing_C004,Suturing,C,4,2479.0,82.63333333333334,I,30,5,5,5,5,5,5,0.04319744383558466,0.016096405996370744,0.49885161308950376,0.07025866698535223,0.02620463901172945,0.015694483457571965,0.26291577294068913,0.030252200816830263,0.16216216216216217,13.4,0.10770471964501815,8.9,0.24243296448117937,0.1580541416624903,2.9447834150168046,0.2941756861498592,0.21620390561876696,0.1631514611481177,2.1659790634374123,0.21170507103457709,10.300275426693853,8.180295694420728,84.92106123870396,9.877752258108424,9.780757601276472,8.718807256210063,69.69266794977841,8.308932951242856
74,Suturing_C005,Suturing,C,5,2577.0,85.9,I,17,3,2,2,3,3,4,0.03840224624804728,0.014826644428190757,0.4457533675543013,0.06347215506533979,0.024771344424733038,0.015524298824745677,0.21492526492015776,0.02790443182611907,0.19402405898331393,16.666666666666668,0.10399689561505626,8.933333333333334,0.2276668539530131,0.13215635695765635,2.0427632848828874,0.26315418057218853,0.21323394864910708,0.16418122032663168,1.784528257377967,0.2124299523039908,10.000335084901188,7.930469751695603,103.43326499580502,10.156282184434067,9.865558692523944,8.436900039773148,59.59189364091601,8.372861999657294
75,Suturing_D001,Suturing,D,1,2800.0,93.33333333333333,E,14,2,2,2,3,2,3,0.01812215914364956,0.013517730073278014,0.16788845911795128,0.0238624485981963,0.025500467516833842,0.016069955335322184,0.21439563173021975,0.027992216593386254,0.31392857142857145,29.3,0.15071428571428572,14.066666666666666,0.14558129977090514,0.040207839909495946,1.314110854759449,0.18765158207354637,0.1724535085355759,0.09634701448540679,1.9575788147944722,0.1899996700488505,7.152066483780788,3.229696248645938,43.608990358822595,8.1630459979498,8.020210439256925,5.920736670814987,64.24369238611162,7.661035456026112
76,Suturing_D002,Suturing,D,2,2214.0,73.8,E,18,2,3,3,4,3,3,0.020894652225973066,0.01389766131929231,0.14432811076502042,0.02616364696625757,0.030449588878445823,0.019781592696085076,0.24372966742068966,0.03389816004130765,0.3107497741644083,22.933333333333334,0.15492321589882566,11.433333333333334,0.14321273267676102,0.04428845129749688,0.9377612343444655,0.17921651600974015,0.17608680015471675,0.09536752293034285,1.5689995808490846,0.1974023114808849,6.885976265158361,3.426113723624387,46.97233834253163,7.716081776929415,7.8485344694900325,5.670896332979477,48.41368628012912,7.662023204721308
77,Suturing_D003,Suturing,D,3,2317.0,77.23333333333333,E,14,2,2,2,3,2,3,0.021969226995293707,0.014053182344223673,0.17134351353056818,0.027150544696848623,0.036157981259319946,0.02019425470276138,0.2579901083898373,0.04129277118677785,0.30038843331894693,23.2,0.0807078118256366,6.233333333333333,0.15455209539444198,0.04615689299655386,1.0790549708641617,0.18873188776345384,0.19430619695119053,0.11783526310171663,2.168986079961533,0.2159861173382195,7.425012031284907,4.384374422204902,41.97155927501551,8.027004702601653,8.240622731352584,5.9885925610634585,52.49348727783965,7.727568908610586
78,Suturing_D004,Suturing,D,4,2742.0,91.4,E,8,1,1,1,2,1,2,0.024416580006444623,0.014440774514980437,0.18690021295868017,0.031210971518030036,0.03795419018996731,0.02009988829940637,0.2425432633284215,0.04382224421428425,0.2844638949671772,26.0,0.13566739606126915,12.4,0.1617778003013277,0.05385151080034503,1.5748296638624777,0.20024962060048276,0.1892475522367677,0.09984999355395742,1.7963080353046466,0.21421094596618206,7.35287273823995,3.7186920040480596,71.35277357899953,8.297557704592169,8.015180531832078,6.011226507327022,72.66678714717621,7.774201438209035
79,Suturing_D005,Suturing,D,5,1779.0,59.3,E,15,2,2,3,3,2,3,0.0253286450679609,0.015182916123064105,0.15187955302475709,0.02987814136692712,0.03401653775231606,0.020548835344125955,0.18672864158719735,0.035172605209820615,0.283867341202923,16.833333333333332,0.10286677908937605,6.1,0.15630088379682108,0.05139485457228747,1.0892809212205223,0.18546104245689773,0.1719736753420703,0.09170655252010226,1.2570518388614271,0.19325639384380397,7.083869074482008,4.283428881294185,35.54295114027589,7.514986455451449,7.811250457796617,5.587065104301038,48.4493028029235,7.632676393574862
80,Suturing_E001,Suturing,E,1,3593.0,119.76666666666667,E,17,3,2,3,3,3,3,0.019409514591998148,0.013831485603506225,0.17818547575209376,0.026160855998797968,0.013228217950991017,0.007647044265597002,0.13284331764149826,0.016726058409704068,0.3036459782911216,36.36666666666667,0.2624547731700529,31.433333333333334,0.13398830748520635,0.038656890218915066,0.9568410955483863,0.17210201320172874,0.1417235226116444,0.04332577052671213,1.1215047768473154,0.17227376427970112,6.7031074323131845,3.1442833359058335,42.99229535609326,7.6028598541832215,7.429759859571121,4.381782855527858,40.389397723308846,7.885408624304931
81,Suturing_E002,Suturing,E,2,2948.0,98.26666666666667,E,20,4,2,3,4,3,4,0.021301832550584026,0.013868947423370599,0.17924770117912253,0.028826583579138115,0.015650194076888252,0.013763136402552507,0.1381800388514926,0.019577754890651573,0.2791723202170963,27.433333333333334,0.24762550881953868,24.333333333333332,0.140385710509454,0.04132700997987074,1.309898927955329,0.17650318709563956,0.1482222712527788,0.047634610194044885,0.9720933494480679,0.17616460697577588,6.934412405372821,3.175707499333165,50.24978471965433,7.841018354633226,7.6401819063476655,5.037590967487533,41.305937822074256,7.894014362830541
82,Suturing_E003,Suturing,E,3,2605.0,86.83333333333333,E,19,3,2,3,4,3,4,0.019628086880881156,0.008636457491356048,0.17995440663123535,0.028024690547848112,0.01550762596499199,0.013759886845464973,0.12370633767515714,0.018736508119827168,0.3424184261036468,29.733333333333334,0.236468330134357,20.533333333333335,0.1331272974726063,0.037903978884254674,0.9524188394280108,0.17193730921637101,0.15108652016515337,0.04494920683368074,1.6853116326299504,0.18072797657063466,6.505580062261591,2.5321570901504544,41.337554291276405,7.75292503070428,7.862659571604378,4.932119354065147,66.10906170378986,8.204958980387552
83,Suturing_E004,Suturing,E,4,2926.0,97.53333333333333,E,19,3,2,3,4,3,4,0.018731753019520368,0.01377832301863072,0.14594867454348465,0.024295625012146535,0.016166758015330098,0.013836298130623224,0.13440732311150314,0.018844013537615056,0.29254955570745045,28.533333333333335,0.20539986329460014,20.033333333333335,0.1318032928203282,0.03938992151579336,0.9423254450801523,0.16458086316795775,0.15322037512780515,0.05117020904682733,1.2132662176891678,0.17977464230815773,6.450192143151693,2.714942986593377,44.16053501220263,7.505053529149613,7.826583204395388,5.519962961819172,41.83336104384378,7.891508207811802
84,Suturing_E005,Suturing,E,5,2483.0,82.76666666666667,E,19,3,2,3,4,3,4,0.022102789613694565,0.014609691748972666,0.16020784860923637,0.027317403793989666,0.014565073712490306,0.009099921208450105,0.1114269095416363,0.018244036279456966,0.3105114780507451,25.7,0.2690293999194523,22.266666666666666,0.1311526262938506,0.0381357277917209,0.9239907386955072,0.16611855549524854,0.13959873105216197,0.03962352513643152,0.8954275785254653,0.1715261173033488,6.486451925564561,2.9698172089412607,41.23987068533487,7.52330066126773,7.326052903511854,3.9565520021186993,36.42437706004667,7.840387465234272
85,Suturing_F001,Suturing,F,1,2838.0,94.6,I,24,4,4,3,4,4,5,0.03465457599812415,0.01720897304651449,0.32356923353588485,0.04777355575895037,0.02384156625615472,0.014383231283226295,0.3142800194444439,0.028587005917207132,0.19027484143763213,18.0,0.12191684284707541,11.533333333333333,0.2121179042004541,0.1221263489265418,3.1631594183541125,0.2528463100055344,0.17459579412030604,0.10847016341367802,2.9028351093734988,0.19642865831160405,8.727570171656453,7.548652902481747,59.64523517106368,8.009443025816362,8.131528807870673,6.482014119907737,50.49877772276362,7.43665051934265
86,Suturing_F002,Suturing,F,2,2375.0,79.16666666666667,I,26,4,4,4,5,4,5,0.03415712437905025,0.014733802767785378,0.3268222105717419,0.048003758303871706,0.020219488008063027,0.013444183909780466,0.17625916346675424,0.02498536883949282,0.16126315789473683,12.766666666666667,0.14905263157894738,11.8,0.21150598441455076,0.13175857680020983,2.717315936443238,0.2431959423404159,0.16219826474934393,0.08592842731234754,1.0958035119964487,0.17828172925638086,8.877155614935607,7.491169396057567,50.655200396404595,8.012793109058899,7.808125911361675,6.421881251804735,42.46339268312604,7.096202761579263
87,Suturing_F003,Suturing,F,3,2265.0,75.5,I,29,5,5,4,5,5,5,0.03744001015681783,0.016002022309695735,0.30200970984721665,0.04852454927058478,0.023476634737282814,0.013703049368662436,0.2527682702100879,0.029541936053523638,0.15805739514348785,11.933333333333334,0.15673289183222958,11.833333333333334,0.2061697707017212,0.10463757743684429,2.061245605425718,0.2468199755352324,0.1689574931034983,0.08938048021921052,1.4485122171858387,0.1848838300166203,8.344337559975123,6.552404553417398,51.8032651180276,7.852702844901097,7.737621148792821,6.20364118002352,45.19282171422812,7.183638679455656
88,Suturing_F004,Suturing,F,4,2373.0,79.1,I,24,3,4,4,5,4,4,0.037486425757100136,0.018229721254040064,0.30735407472490095,0.04975972224251008,0.021441044717898806,0.013473106323339099,0.16870733241919272,0.024458888725199197,0.1685630004214075,13.333333333333334,0.12557943531394858,9.933333333333334,0.2144490836814914,0.1327122129829253,1.9464899979521988,0.2484574902755399,0.16851020597223337,0.10725998945775922,1.0590739532456186,0.1712445896573436,8.966452305723331,7.339572525516123,52.426101096958035,8.317330750559405,8.004193695514505,6.285854574010482,39.7107319779296,7.313668433309798
89,Suturing_F005,Suturing,F,5,2039.0,67.96666666666667,I,29,4,5,5,5,5,5,0.0416313742068645,0.017412245375022718,0.3116781042726614,0.05623597194085066,0.02290183521080225,0.013714107882031555,0.18597098775077794,0.027795736402968917,0.1868563021088769,12.7,0.12751348700343307,8.666666666666666,0.21838934803956644,0.1313573411741646,3.881656180237942,0.26162507185760275,0.1646824994806543,0.09478196341936605,1.5807932719450288,0.1800948946707118,8.880254132689805,7.1428073191913874,101.69958193247247,8.656365542457054,7.767870248186817,5.854184479172371,40.56675185325516,7.2492645854320585
90,Suturing_G001,Suturing,G,1,9012.0,300.4,N,13,3,1,1,3,1,4,0.017896806338569105,0.011609322220533668,0.19969128686550147,0.026806473926171127,0.014216036171604813,0.012226833418929418,0.1844985121782829,0.016799394457879056,0.3539724811362628,106.33333333333333,0.1848646249445184,55.53333333333333,0.13196043270999103,0.032647666323902105,1.2283806254887015,0.17129012973918614,0.14085543381617138,0.05878696998203333,1.1915010628070628,0.15410046556484472,6.483748063513215,3.2552454746981976,45.105847085032124,7.250349476040569,7.309179800561212,5.849897737029625,38.27007500917356,6.913510258747599
91,Suturing_G002,Suturing,G,2,3379.0,112.63333333333334,N,18,3,2,2,4,3,4,0.025950665803730438,0.013009000153739717,0.2320145207804891,0.03703518138904327,0.012527342304267433,0.011305840526029013,0.08981673016760297,0.01431086156463272,0.2770050310742823,31.2,0.28825096182302457,32.46666666666667,0.13997465201183001,0.04121635757182125,1.1031120906027998,0.17086340165650707,0.12431539767548878,0.04061298924327435,0.7953757780415337,0.15009370986319706,6.94685878657004,4.464941301031018,40.63547877637855,7.335363218706829,6.49950078263152,3.771700199189748,33.762137788570314,6.946749490435334
92,Suturing_G003,Suturing,G,3,5211.0,173.7,N,13,3,2,1,2,2,3,0.01875885528044386,0.00852854360368756,0.21791974149443186,0.02958271387691343,0.014471754699918425,0.012120799561085069,0.13181903348530516,0.01728375545106789,0.33256572634810977,57.766666666666666,0.204951065054692,35.6,0.1370088565581678,0.03762801915739225,1.1975574462784364,0.17196508302446809,0.14324039740405578,0.05575349072765883,1.2401256744477802,0.15874912132595675,6.842392244751662,3.795006519024552,40.13936921344386,7.405631962841409,7.394438975524778,5.727647190830377,36.94807405215115,7.1146926298720725
